tail,private_from,private_basis,date_utc,airport,airport_name,city,region,country,first_heard_utc,last_heard_utc,first_heard_local,sources
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-08-17,KFFZ,Falcon Field,Mesa,US-AZ,US,2023-08-17T03:40:27.210000+00:00,2023-08-17T03:43:17.020000+00:00,2023-08-16 20:40,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-08-20,KFFZ,Falcon Field,Mesa,US-AZ,US,2023-08-20T12:04:06.210000+00:00,2023-08-20T12:04:23.130000+00:00,2023-08-20 05:04,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-08-20,KBIL,Billings Logan International Airport,Billings,US-MT,US,2023-08-20T13:54:46.400000+00:00,2023-08-20T15:06:59.510000+00:00,2023-08-20 07:54,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-08-20,KTPA,Tampa International Airport,Tampa,US-FL,US,2023-08-20T19:41:41.860000+00:00,2023-08-20T19:43:09.110000+00:00,2023-08-20 15:41,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-08-23,KFFZ,Falcon Field,Mesa,US-AZ,US,2023-08-23T00:34:38.360000+00:00,2023-08-23T00:39:41.820000+00:00,2023-08-22 17:34,adsb-lol
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-08-23,KSNA,John Wayne Orange County International Airport,Santa Ana,US-CA,US,2023-08-23T01:33:54.840000+00:00,2023-08-23T03:06:24.440000+00:00,2023-08-22 18:33,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-08-24,KLAS,Harry Reid International Airport,Las Vegas,US-NV,US,2023-08-24T17:12:01.160000+00:00,2023-08-24T19:22:57.300000+00:00,2023-08-24 10:12,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-08-26,KMKE,General Mitchell International Airport,Milwaukee,US-WI,US,2023-08-26T21:53:03.140000+00:00,2023-08-26T21:57:04.680000+00:00,2023-08-26 16:53,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-08-27,KMKE,General Mitchell International Airport,Milwaukee,US-WI,US,2023-08-27T11:37:27.290000+00:00,2023-08-27T11:59:47.340000+00:00,2023-08-27 06:37,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-08-27,KDAL,Dallas Love Field,Dallas,US-TX,US,2023-08-27T16:03:03.540000+00:00,2023-08-27T16:06:59.390000+00:00,2023-08-27 11:03,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-08-28,KDAL,Dallas Love Field,Dallas,US-TX,US,2023-08-28T21:34:35.860000+00:00,2023-08-28T22:02:16.620000+00:00,2023-08-28 16:34,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-08-29,KBIL,Billings Logan International Airport,Billings,US-MT,US,2023-08-29T00:34:21.240000+00:00,2023-08-29T00:37:31.530000+00:00,2023-08-28 18:34,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-08-31,KBIL,Billings Logan International Airport,Billings,US-MT,US,2023-08-31T19:43:19.100000+00:00,2023-08-31T19:47:01.600000+00:00,2023-08-31 13:43,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-08-31,KMSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,Minneapolis,US-MN,US,2023-08-31T21:22:18.770000+00:00,2023-09-01T00:17:29.420000+00:00,2023-08-31 16:22,adsbexchange-samples;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-09-01,KMRY,Monterey Regional Airport,Monterey,US-CA,US,2023-09-01T04:12:48.660000+00:00,2023-09-01T05:39:19.680000+00:00,2023-08-31 21:12,adsbexchange-samples;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-09-01,KFFZ,Falcon Field,Mesa,US-AZ,US,2023-09-01T07:18:23.600000+00:00,2023-09-01T07:21:16.180000+00:00,2023-09-01 00:18,adsbexchange-samples;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-09-02,KFFZ,Falcon Field,Mesa,US-AZ,US,2023-09-02T22:07:58.960000+00:00,2023-09-02T22:07:58.960000+00:00,2023-09-02 15:07,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-09-02,KVNY,Van Nuys Airport,Van Nuys,US-CA,US,2023-09-02T23:20:13.540000+00:00,2023-09-02T23:20:59.250000+00:00,2023-09-02 16:20,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-09-03,KSJC,Mineta San Jose International Airport,San Jose,US-CA,US,2023-09-03T00:52:26.510000+00:00,2023-09-03T01:43:29.940000+00:00,2023-09-02 17:52,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-09-03,KBFI,King County International Airport - Boeing Field,Seattle,US-WA,US,2023-09-03T03:22:00.290000+00:00,2023-09-03T03:23:01.240000+00:00,2023-09-02 20:22,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-09-03,KBFI,King County International Airport - Boeing Field,Seattle,US-WA,US,2023-09-03T13:53:57.110000+00:00,2023-09-03T13:53:57.110000+00:00,2023-09-03 06:53,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-09-03,KMRY,Monterey Regional Airport,Monterey,US-CA,US,2023-09-03T19:34:40.270000+00:00,2023-09-03T19:37:02.090000+00:00,2023-09-03 12:34,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-09-04,KMRY,Monterey Regional Airport,Monterey,US-CA,US,2023-09-04T14:27:51.490000+00:00,2023-09-04T15:18:17.290000+00:00,2023-09-04 07:27,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-09-04,KMSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,Minneapolis,US-MN,US,2023-09-04T18:22:43.310000+00:00,2023-09-04T20:53:57.390000+00:00,2023-09-04 13:22,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-09-04,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2023-09-04T23:55:13.100000+00:00,2023-09-04T23:58:16.090000+00:00,2023-09-04 16:55,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-09-06,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2023-09-06T13:10:34.990000+00:00,2023-09-06T13:18:17.020000+00:00,2023-09-06 06:10,adsb-lol
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-09-06,KLAS,Harry Reid International Airport,Las Vegas,US-NV,US,2023-09-06T19:20:55.030000+00:00,2023-09-06T19:27:15.900000+00:00,2023-09-06 12:20,adsb-lol
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-09-07,KLAS,Harry Reid International Airport,Las Vegas,US-NV,US,2023-09-07T16:05:19.030000+00:00,2023-09-07T16:09:43.960000+00:00,2023-09-07 09:05,adsb-lol
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-09-07,KFXE,Fort Lauderdale Executive Airport,Fort Lauderdale,US-FL,US,2023-09-07T21:58:00.850000+00:00,2023-09-07T23:03:39.040000+00:00,2023-09-07 17:58,adsb-lol
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-09-14,KELP,El Paso International Airport,El Paso,US-TX,US,2023-09-14T01:19:57.700000+00:00,2023-09-14T01:22:45.960000+00:00,2023-09-13 20:19,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-09-14,KELP,El Paso International Airport,El Paso,US-TX,US,2023-09-14T17:45:35.410000+00:00,2023-09-14T18:40:23.500000+00:00,2023-09-14 12:45,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-09-14,KSFO,San Francisco International Airport,San Francisco,US-CA,US,2023-09-14T21:02:06.310000+00:00,2023-09-14T22:15:55.500000+00:00,2023-09-14 14:02,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-09-14,KSAN,San Diego International Airport,San Diego,US-CA,US,2023-09-14T23:22:44.210000+00:00,2023-09-14T23:32:00.120000+00:00,2023-09-14 16:22,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-09-15,KSAN,San Diego International Airport,San Diego,US-CA,US,2023-09-15T22:15:58.400000+00:00,2023-09-15T22:16:14.210000+00:00,2023-09-15 15:15,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-09-15,KLAS,Harry Reid International Airport,Las Vegas,US-NV,US,2023-09-15T23:05:32.120000+00:00,2023-09-15T23:06:50.140000+00:00,2023-09-15 16:05,adsb-lol
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-09-17,KLAS,Harry Reid International Airport,Las Vegas,US-NV,US,2023-09-17T18:09:10.120000+00:00,2023-09-17T18:19:01.860000+00:00,2023-09-17 11:09,adsb-lol
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-09-17,KSAN,San Diego International Airport,San Diego,US-CA,US,2023-09-17T19:08:53.300000+00:00,2023-09-17T20:56:56.050000+00:00,2023-09-17 12:08,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-09-19,KLNS,Lancaster Airport,Lancaster,US-PA,US,2023-09-19T18:46:32.520000+00:00,2023-09-19T21:13:45.190000+00:00,2023-09-19 14:46,adsb-lol
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-09-20,KPHL,Philadelphia International Airport,Philadelphia,US-PA,US,2023-09-20T14:45:07.020000+00:00,2023-09-20T15:07:36.800000+00:00,2023-09-20 10:45,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-09-20,KVRB,Vero Beach Regional Airport,Vero Beach,US-FL,US,2023-09-20T20:19:03.370000+00:00,2023-09-20T20:19:03.370000+00:00,2023-09-20 16:19,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-09-22,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2023-09-22T01:35:49.590000+00:00,2023-09-22T01:44:14.500000+00:00,2023-09-21 18:35,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-09-28,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2023-09-28T22:43:49.690000+00:00,2023-09-29T02:18:00.030000+00:00,2023-09-28 15:43,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-10-08,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2023-10-08T15:29:23.980000+00:00,2023-10-08T15:55:36.450000+00:00,2023-10-08 08:29,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-10-08,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2023-10-08T16:47:31.760000+00:00,2023-10-08T16:49:28.180000+00:00,2023-10-08 09:47,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-10-09,KDAL,Dallas Love Field,Dallas,US-TX,US,2023-10-09T17:47:40.640000+00:00,2023-10-09T17:50:29.780000+00:00,2023-10-09 12:47,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-10-09,KMSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,Minneapolis,US-MN,US,2023-10-09T19:47:39.860000+00:00,2023-10-09T21:41:25.550000+00:00,2023-10-09 14:47,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-10-14,KFTW,Fort Worth Meacham International Airport,Fort Worth,US-TX,US,2023-10-14T02:48:43.600000+00:00,2023-10-14T02:50:52.780000+00:00,2023-10-13 21:48,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-10-14,KORL,Orlando Executive Airport,Orlando,US-FL,US,2023-10-14T07:03:27.060000+00:00,2023-10-14T07:07:09.170000+00:00,2023-10-14 03:03,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-10-15,KORL,Orlando Executive Airport,Orlando,US-FL,US,2023-10-15T03:08:32.320000+00:00,2023-10-15T04:35:44.040000+00:00,2023-10-14 23:08,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-10-18,KFTW,Fort Worth Meacham International Airport,Fort Worth,US-TX,US,2023-10-18T15:46:50.550000+00:00,2023-10-18T15:47:58.470000+00:00,2023-10-18 10:46,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-10-18,KMDW,Chicago Midway International Airport,Chicago,US-IL,US,2023-10-18T17:41:52.010000+00:00,2023-10-18T19:09:49.760000+00:00,2023-10-18 12:41,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-10-19,KAPA,Centennial Airport,Denver,US-CO,US,2023-10-19T23:35:35.570000+00:00,2023-10-19T23:35:58.780000+00:00,2023-10-19 17:35,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-10-20,KAPA,Centennial Airport,Denver,US-CO,US,2023-10-20T15:57:03.050000+00:00,2023-10-20T15:57:31.420000+00:00,2023-10-20 09:57,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-10-20,KSAN,San Diego International Airport,San Diego,US-CA,US,2023-10-20T18:05:34.620000+00:00,2023-10-20T19:08:52.770000+00:00,2023-10-20 11:05,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-10-20,KDAL,Dallas Love Field,Dallas,US-TX,US,2023-10-20T21:51:26.800000+00:00,2023-10-20T22:31:32.770000+00:00,2023-10-20 16:51,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-10-21,KAPA,Centennial Airport,Denver,US-CO,US,2023-10-21T00:08:18.640000+00:00,2023-10-21T00:08:23.930000+00:00,2023-10-20 18:08,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-10-22,KFTW,Fort Worth Meacham International Airport,Fort Worth,US-TX,US,2023-10-22T01:42:07.900000+00:00,2023-10-22T01:46:00.070000+00:00,2023-10-21 20:42,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-10-22,KAPA,Centennial Airport,Denver,US-CO,US,2023-10-22T05:41:38.150000+00:00,2023-10-22T05:43:37.120000+00:00,2023-10-21 23:41,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-10-23,KAPA,Centennial Airport,Denver,US-CO,US,2023-10-23T02:54:34.660000+00:00,2023-10-23T02:58:53.570000+00:00,2023-10-22 20:54,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-10-23,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2023-10-23T04:31:13.980000+00:00,2023-10-23T04:31:19.040000+00:00,2023-10-22 21:31,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-10-27,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2023-10-27T14:05:47.380000+00:00,2023-10-27T14:53:58.150000+00:00,2023-10-27 07:05,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-10-27,KCOU,Columbia Regional Airport,Columbia,US-MO,US,2023-10-27T19:54:32.350000+00:00,2023-10-27T20:44:16.120000+00:00,2023-10-27 14:54,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-11-06,KLUK,Cincinnati Municipal Airport Lunken Field,Cincinnati,US-OH,US,2023-11-06T01:03:42.950000+00:00,2023-11-06T01:07:46.420000+00:00,2023-11-05 20:03,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-11-06,KBUF,Buffalo Niagara International Airport,Buffalo,US-NY,US,2023-11-06T06:27:04.750000+00:00,2023-11-06T06:27:25.890000+00:00,2023-11-06 01:27,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-11-07,KIAD,Washington Dulles International Airport,Dulles,US-VA,US,2023-11-07T14:43:36.580000+00:00,2023-11-07T16:02:44.990000+00:00,2023-11-07 09:43,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-11-07,KSLC,Salt Lake City International Airport,Salt Lake City,US-UT,US,2023-11-07T21:28:41.060000+00:00,2023-11-07T22:43:21.550000+00:00,2023-11-07 14:28,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-11-08,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2023-11-08T00:06:12.240000+00:00,2023-11-08T00:09:06.470000+00:00,2023-11-07 17:06,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-11-10,KLWM,Lawrence Municipal Airport,Lawrence,US-MA,US,2023-11-10T00:51:07.970000+00:00,2023-11-10T00:51:07.970000+00:00,2023-11-09 19:51,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-11-14,KSNA,John Wayne Orange County International Airport,Santa Ana,US-CA,US,2023-11-14T16:13:35.220000+00:00,2023-11-14T16:13:35.220000+00:00,2023-11-14 08:13,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-11-15,KRST,Rochester International Airport,Rochester,US-MN,US,2023-11-15T16:19:49.090000+00:00,2023-11-15T17:41:06.070000+00:00,2023-11-15 10:19,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-11-18,KPIA,General Wayne A. Downing Peoria International Airport,Peoria,US-IL,US,2023-11-18T15:02:17.030000+00:00,2023-11-18T15:47:31.130000+00:00,2023-11-18 09:02,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-11-18,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2023-11-18T21:46:37.890000+00:00,2023-11-18T21:47:38.400000+00:00,2023-11-18 14:46,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-11-19,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2023-11-19T19:54:42.660000+00:00,2023-11-19T19:54:44.280000+00:00,2023-11-19 12:54,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-11-20,KAPA,Centennial Airport,Denver,US-CO,US,2023-11-20T22:24:51.040000+00:00,2023-11-20T23:07:25.710000+00:00,2023-11-20 15:24,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-11-21,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2023-11-21T00:22:00.130000+00:00,2023-11-21T00:22:49.280000+00:00,2023-11-20 17:22,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-11-21,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2023-11-21T18:30:04.660000+00:00,2023-11-21T18:30:04.660000+00:00,2023-11-21 11:30,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-11-22,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2023-11-22T10:21:26.960000+00:00,2023-11-22T11:01:37.800000+00:00,2023-11-22 03:21,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-11-22,KCOE,Coeur D'Alene Airport - Pappy Boyington Field,Coeur d'Alene,US-ID,US,2023-11-22T13:29:50.330000+00:00,2023-11-22T15:04:41.710000+00:00,2023-11-22 06:29,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-11-22,1NA9,Myran Airstrip,Taylor,US-ND,US,2023-11-22T16:17:37.690000+00:00,2023-11-22T16:17:37.690000+00:00,2023-11-22 10:17,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-11-25,KCOE,Coeur D'Alene Airport - Pappy Boyington Field,Coeur d'Alene,US-ID,US,2023-11-25T19:59:03.050000+00:00,2023-11-25T20:00:48.280000+00:00,2023-11-25 12:59,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-11-25,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2023-11-25T22:42:31.830000+00:00,2023-11-25T22:44:58.370000+00:00,2023-11-25 15:42,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-12-03,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2023-12-03T10:50:06.910000+00:00,2023-12-03T11:25:01.350000+00:00,2023-12-03 03:50,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-12-07,KPIE,St. Petersburg Clearwater International Airport,Pinellas Park,US-FL,US,2023-12-07T03:33:38.470000+00:00,2023-12-07T03:35:41.040000+00:00,2023-12-06 22:33,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-12-07,KPIE,St. Petersburg Clearwater International Airport,Pinellas Park,US-FL,US,2023-12-07T18:29:56.840000+00:00,2023-12-07T18:49:49.840000+00:00,2023-12-07 13:29,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-12-08,KBED,Laurence G Hanscom Field,Bedford,US-MA,US,2023-12-08T07:13:34.110000+00:00,2023-12-08T07:13:34.110000+00:00,2023-12-08 02:13,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2023-12-08,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2023-12-08T13:49:05.010000+00:00,2023-12-08T13:53:00.140000+00:00,2023-12-08 06:49,airplanes-live
