visit_date,tail,ground_airport,ground_airport_name,ground_airport_city,lat,lon,median_dist_km,ground_points,first_seen_utc,last_seen_utc,sources,n_source_files,bucket,field_mro_on_field,field_is_us_customs_port,field_documented_mundane_reason,bucket_event_slug,bucket_event_date,bucket_event_city,bucket_event_who,bucket_event_airport,bucket_dist_to_event_city_mi,bucket_dist_to_event_airport_mi,bucket_gap_days,nearest_in_time_slug,nearest_in_time_date,nearest_in_time_city,nearest_in_time_gap_days,nearest_in_time_dist_mi,nearest_in_space_slug,nearest_in_space_date,nearest_in_space_city,nearest_in_space_dist_mi,nearest_in_space_gap_days,best_combined_slug,best_combined_date,best_combined_city,best_combined_who,best_combined_attendee_class,best_combined_dist_city_mi,best_combined_dist_airport_mi,best_combined_gap_days,best_combined_score,best_combined_event_airport,same_airport_as_event,in_overlaps_csv,overlaps_csv_ids,status,top5
2024-04-19,SU-BND,KPVU,Provo Municipal Airport,Provo,40.22668,-111.72905,1.03,46,2024-04-19T21:33:34.670000Z,2024-04-19T21:36:25.290000Z,adsb-lol;airplanes-live,2,DISTANT,"Duncan Aviation (full-service airframe, engine, avionics, paint, interior)",no - not a routine international port of entry,MRO,,,,,,,,,20240423_salt_lake_city,2024-04-23,"Salt Lake City, UT",-4,35.7,20250910_orem,2025-09-10,"Orem, UT",5.2,-509,20240423_salt_lake_city,2024-04-23,"Salt Lake City, UT",Charlie,CHARLIE_ONLY,35.7,41.0,-4,1.69,KSLC,no,yes,OWENS-025,KNOWN,"20240423_salt_lake_city|2024-04-23|Salt Lake City,UT|Charlie|dist_city=35.7mi|dist_apt=41.0mi|gap=-4d|score=1.69 || 20240508_las_vegas|2024-05-08|Las Vegas,NV|Charlie|dist_city=336.0mi|dist_apt=341.3mi|gap=-19d|score=9.69 || 20240409_omaha|2024-04-09|Omaha,NE|Charlie|dist_city=822.6mi|dist_apt=830.8mi|gap=+10d|score=11.56 || 20240321_las_vegas|2024-03-21|Las Vegas,NV|Charlie|dist_city=336.0mi|dist_apt=341.3mi|gap=+29d|score=13.03 || 20240507_seattle|2024-05-07|Seattle,WA|Charlie|dist_city=733.8mi|dist_apt=724.8mi|gap=-18d|score=13.34"
2024-04-19,SU-BND,KSLC,Salt Lake City International Airport,Salt Lake City,40.78333,-111.96075,1.72,5,2024-04-19T20:03:15.300000Z,2024-04-19T20:07:56.960000Z,adsb-lol;airplanes-live,2,KNOWN_TRANSIT,several,yes - US customs port of entry,MRO+US_CUSTOMS_PORT,,,,,,,,,20240423_salt_lake_city,2024-04-23,"Salt Lake City, UT",-4,5.6,20240423_salt_lake_city,2024-04-23,"Salt Lake City, UT",5.6,-4,20240423_salt_lake_city,2024-04-23,"Salt Lake City, UT",Charlie,CHARLIE_ONLY,5.6,1.1,-4,1.39,KSLC,yes,yes,OWENS-025,KNOWN,"20240423_salt_lake_city|2024-04-23|Salt Lake City,UT|Charlie|dist_city=5.6mi|dist_apt=1.1mi|gap=-4d|score=1.39 || 20240508_las_vegas|2024-05-08|Las Vegas,NV|Charlie|dist_city=361.5mi|dist_apt=367.7mi|gap=-19d|score=9.95 || 20240409_omaha|2024-04-09|Omaha,NE|Charlie|dist_city=828.7mi|dist_apt=836.8mi|gap=+10d|score=11.62 || 20240507_seattle|2024-05-07|Seattle,WA|Charlie|dist_city=697.4mi|dist_apt=688.6mi|gap=-18d|score=12.97 || 20240321_las_vegas|2024-03-21|Las Vegas,NV|Charlie|dist_city=361.5mi|dist_apt=367.7mi|gap=+29d|score=13.28"
2024-04-23,SU-BTT,KPVU,Provo Municipal Airport,Provo,40.22375,-111.72485,0.58,106,2024-04-23T18:12:52.940000Z,2024-04-23T18:18:45.150000Z,adsb-lol;airplanes-live,2,SAME_METRO,"Duncan Aviation (full-service airframe, engine, avionics, paint, interior)",no - not a routine international port of entry,MRO,20240423_salt_lake_city,2024-04-23,"Salt Lake City, UT",Charlie,KSLC,35.9,41.3,+0,20240423_salt_lake_city,2024-04-23,"Salt Lake City, UT",+0,35.9,20250910_orem,2025-09-10,"Orem, UT",5.3,-505,20240423_salt_lake_city,2024-04-23,"Salt Lake City, UT",Charlie,CHARLIE_ONLY,35.9,41.3,+0,0.359,KSLC,no,yes,OWENS-026,KNOWN,"20240423_salt_lake_city|2024-04-23|Salt Lake City,UT|Charlie|dist_city=35.9mi|dist_apt=41.3mi|gap=+0d|score=0.36 || 20240508_las_vegas|2024-05-08|Las Vegas,NV|Charlie|dist_city=336.0mi|dist_apt=341.3mi|gap=-15d|score=8.36 || 20240507_seattle|2024-05-07|Seattle,WA|Charlie|dist_city=734.1mi|dist_apt=725.1mi|gap=-14d|score=12.01 || 20240409_omaha|2024-04-09|Omaha,NE|Charlie|dist_city=822.4mi|dist_apt=830.6mi|gap=+14d|score=12.89 || 20240516_san_diego|2024-05-16|San Diego,CA|Charlie|dist_city=593.3mi|dist_apt=599.7mi|gap=-23d|score=13.60"
2024-04-28,SU-BTT,KPVU,Provo Municipal Airport,Provo,40.23072,-111.73131,1.52,16,2024-04-28T13:51:19.770000Z,2024-04-28T14:16:07.340000Z,adsb-lol;airplanes-live,2,DISTANT,"Duncan Aviation (full-service airframe, engine, avionics, paint, interior)",no - not a routine international port of entry,MRO,,,,,,,,,20240423_salt_lake_city,2024-04-23,"Salt Lake City, UT",+5,35.4,20250910_orem,2025-09-10,"Orem, UT",4.9,-500,20240423_salt_lake_city,2024-04-23,"Salt Lake City, UT",Charlie,CHARLIE_ONLY,35.4,40.7,+5,2.02,KSLC,no,yes,OWENS-027,KNOWN,"20240423_salt_lake_city|2024-04-23|Salt Lake City,UT|Charlie|dist_city=35.4mi|dist_apt=40.7mi|gap=+5d|score=2.02 || 20240508_las_vegas|2024-05-08|Las Vegas,NV|Charlie|dist_city=336.1mi|dist_apt=341.5mi|gap=-10d|score=6.69 || 20240507_seattle|2024-05-07|Seattle,WA|Charlie|dist_city=733.5mi|dist_apt=724.5mi|gap=-9d|score=10.34 || 20240516_san_diego|2024-05-16|San Diego,CA|Charlie|dist_city=593.5mi|dist_apt=599.9mi|gap=-18d|score=11.93 || 20240409_omaha|2024-04-09|Omaha,NE|Charlie|dist_city=822.6mi|dist_apt=830.9mi|gap=+19d|score=14.56"
2024-09-28,SU-BTV,KILG,Wilmington Airport,Wilmington,39.67503,-75.60174,0.58,2,2024-09-28T16:22:43.970000Z,2024-09-28T16:22:43.970000Z,airplanes-live,2,KNOWN_TRANSIT,none of note,yes - well-established East Coast customs and fuel stop,US_CUSTOMS_PORT,,,,,,,,,20240930_missoula,2024-09-30,"Missoula, MT",-2,1974.6,20221003_newark,2022-10-03,"Newark, DE",8.3,+726,20240919_university_park,2024-09-19,"University Park, PA",Charlie,CHARLIE_ONLY,143.6,143.6,+9,4.436,KUNV,no,no,,NEW,"20240919_university_park|2024-09-19|University Park,PA|Charlie|dist_city=143.6mi|dist_apt=143.6mi|gap=+9d|score=4.44 || 20240918_pittsburgh|2024-09-18|Pittsburgh,PA|Charlie|dist_city=237.2mi|dist_apt=251.2mi|gap=+10d|score=5.71 || 20241021_chapel_hill|2024-10-21|Chapel Hill,NC|Charlie|dist_city=319.7mi|dist_apt=314.7mi|gap=-23d|score=10.86 || 20241030_greenville|2024-10-30|Greenville,NC|Charlie|dist_city=298.0mi|dist_apt=295.6mi|gap=-32d|score=13.65 || 20241022_athens|2024-10-22|Athens,GA|Charlie|dist_city=581.9mi|dist_apt=581.9mi|gap=-24d|score=13.82"
2024-12-01,SU-BTU,KILG,Wilmington Airport,Wilmington,39.67345,-75.60139,0.73,4,2024-12-01T16:26:52.930000Z,2024-12-01T16:28:24.250000Z,adsbexchange-samples,1,KNOWN_TRANSIT,none of note,yes - well-established East Coast customs and fuel stop,US_CUSTOMS_PORT,,,,,,,,,20241219_phoenix,2024-12-19,"Phoenix, AZ",-18,2052.1,20221003_newark,2022-10-03,"Newark, DE",8.3,+790,20241030_greenville,2024-10-30,"Greenville, NC",Charlie,CHARLIE_ONLY,297.9,295.5,+32,13.646,KPGV,no,no,,NEW,"20241030_greenville|2024-10-30|Greenville,NC|Charlie|dist_city=297.9mi|dist_apt=295.5mi|gap=+32d|score=13.65 || 20241031_high_point|2024-10-31|High Point,NC|Charlie|dist_city=349.4mi|dist_apt=341.8mi|gap=+31d|score=13.83 || 20241021_chapel_hill|2024-10-21|Chapel Hill,NC|Charlie|dist_city=319.7mi|dist_apt=314.6mi|gap=+41d|score=16.86 || 20250119_washington|2025-01-19|Washington,DC|Charlie|dist_city=92.5mi|dist_apt=95.5mi|gap=-49d|score=17.26 || 20241023_duluth|2024-10-23|Duluth,GA|Charlie|dist_city=613.5mi|dist_apt=625.8mi|gap=+39d|score=19.14"
2024-12-01,SU-BTU,KLNK,Lincoln Airport,Lincoln,40.85142,-96.74963,1.25,45,2024-12-01T14:13:45.120000Z,2024-12-01T14:18:13.030000Z,adsbexchange-samples,1,DISTANT,Duncan Aviation HEADQUARTERS and main plant - one of the largest privately-owned business-aviation MRO facilities in the world,limited - customs facilities are limited; Omaha handles the entry,MRO+LIMITED_CUSTOMS,,,,,,,,,20241219_phoenix,2024-12-19,"Phoenix, AZ",-18,980.5,20230825_lincoln,2023-08-25,"Lincoln, NE",4.8,+464,20241022_omaha,2024-10-22,"Omaha, NE",Charlie,CHARLIE_ONLY,46.1,54.4,+40,13.794,KOMA,no,no,,NEW,"20241022_omaha|2024-10-22|Omaha,NE|Charlie|dist_city=46.1mi|dist_apt=54.4mi|gap=+40d|score=13.79 || 20241219_phoenix|2024-12-19|Phoenix,AZ|Charlie|dist_city=980.5mi|dist_apt=982.0mi|gap=-18d|score=15.80 || 20241031_high_point|2024-10-31|High Point,NC|Charlie|dist_city=965.3mi|dist_apt=965.0mi|gap=+31d|score=19.99 || 20241028_phoenix|2024-10-28|Phoenix,AZ|Charlie|dist_city=980.5mi|dist_apt=982.0mi|gap=+34d|score=21.14 || 20241023_duluth|2024-10-23|Duluth,GA|Charlie|dist_city=836.4mi|dist_apt=835.0mi|gap=+39d|score=21.36"
2025-04-08,SU-BTU,KPVU,Provo Municipal Airport,Provo,40.22596,-111.72868,0.95,28,2025-04-08T18:32:24.640000Z,2025-04-08T18:33:35.800000Z,adsb-lol;airplanes-live,4,DISTANT,"Duncan Aviation (full-service airframe, engine, avionics, paint, interior)",no - not a routine international port of entry,MRO,,,,,,,,,20250408_normal,2025-04-08,"Normal, IL",+0,1193.7,20250910_orem,2025-09-10,"Orem, UT",5.2,-155,20250424_laramie,2025-04-24,"Laramie, WY",Charlie,CHARLIE_ONLY,328.8,325.5,-16,8.621,KLAR,no,no,,NEW,"20250424_laramie|2025-04-24|Laramie,WY|Charlie|dist_city=328.8mi|dist_apt=325.5mi|gap=-16d|score=8.62 || 20250408_normal|2025-04-08|Normal,IL|Charlie|dist_city=1193.7mi|dist_apt=1198.0mi|gap=+0d|score=11.94 || 20250408_urbana|2025-04-08|Urbana,IL|Charlie|dist_city=1238.8mi|dist_apt=1235.3mi|gap=+0d|score=12.39 || 20250501_san_diego|2025-05-01|San Diego,CA|Charlie|dist_city=593.3mi|dist_apt=599.7mi|gap=-23d|score=13.60 || 20250410_west_lafayette|2025-04-10|West Lafayette,IN|Charlie|dist_city=1302.2mi|dist_apt=1301.7mi|gap=-2d|score=13.69"
2025-04-10,SU-BGM,KPVU,Provo Municipal Airport,Provo,40.23008,-111.73093,1.44,334,2025-04-10T21:13:43.590000Z,2025-04-10T22:16:03.130000Z,adsb-lol;airplanes-live,6,DISTANT,"Duncan Aviation (full-service airframe, engine, avionics, paint, interior)",no - not a routine international port of entry,MRO,,,,,,,,,20250410_west_lafayette,2025-04-10,"West Lafayette, IN",+0,1302.3,20250910_orem,2025-09-10,"Orem, UT",5.0,-153,20250424_laramie,2025-04-24,"Laramie, WY",Charlie,CHARLIE_ONLY,328.8,325.5,-14,7.955,KLAR,no,no,,NEW,"20250424_laramie|2025-04-24|Laramie,WY|Charlie|dist_city=328.8mi|dist_apt=325.5mi|gap=-14d|score=7.95 || 20250408_normal|2025-04-08|Normal,IL|Charlie|dist_city=1193.7mi|dist_apt=1198.1mi|gap=+2d|score=12.60 || 20250501_san_diego|2025-05-01|San Diego,CA|Charlie|dist_city=593.5mi|dist_apt=599.9mi|gap=-21d|score=12.93 || 20250410_west_lafayette|2025-04-10|West Lafayette,IN|Charlie|dist_city=1302.3mi|dist_apt=1301.7mi|gap=+0d|score=13.02 || 20250408_urbana|2025-04-08|Urbana,IL|Charlie|dist_city=1238.9mi|dist_apt=1235.4mi|gap=+2d|score=13.06"
2025-05-01,SU-BTU,KILG,Wilmington Airport,Wilmington,39.66967,-75.60284,1.05,26,2025-05-01T11:49:46.720000Z,2025-05-01T11:53:03.430000Z,adsbexchange-samples,1,KNOWN_TRANSIT,none of note,yes - well-established East Coast customs and fuel stop,US_CUSTOMS_PORT,,,,,,,,,20250501_san_diego,2025-05-01,"San Diego, CA",+0,2340.9,20221003_newark,2022-10-03,"Newark, DE",8.2,+941,20250411_east_lansing,2025-04-11,"East Lansing, MI",Charlie,CHARLIE_ONLY,507.9,513.5,+20,11.746,KLAN,no,no,,NEW,"20250411_east_lansing|2025-04-11|East Lansing,MI|Charlie|dist_city=507.9mi|dist_apt=513.5mi|gap=+20d|score=11.75 || 20250410_west_lafayette|2025-04-10|West Lafayette,IN|Charlie|dist_city=600.7mi|dist_apt=601.4mi|gap=+21d|score=13.01 || 20250408_urbana|2025-04-08|Urbana,IL|Charlie|dist_city=667.8mi|dist_apt=672.1mi|gap=+23d|score=14.34 || 20250408_normal|2025-04-08|Normal,IL|Charlie|dist_city=709.4mi|dist_apt=705.4mi|gap=+23d|score=14.76 || 20250422_college_station|2025-04-22|College Station,TX|Charlie|dist_city=1322.6mi|dist_apt=1325.8mi|gap=+9d|score=16.23"
2025-05-23,SU-BND,KPVU,Provo Municipal Airport,Provo,40.2281,-111.72798,1.13,239,2025-05-23T20:38:06.210000Z,2025-05-23T20:46:42.320000Z,adsb-lol;airplanes-live,2,DISTANT,"Duncan Aviation (full-service airframe, engine, avionics, paint, interior)",no - not a routine international port of entry,MRO,,,,,,,,,20250506_san_francisco,2025-05-06,"San Francisco, CA",+17,630.8,20250910_orem,2025-09-10,"Orem, UT",5.1,-110,20250506_san_francisco,2025-05-06,"San Francisco, CA",Charlie,CHARLIE_ONLY,630.8,599.6,+17,11.974,KSFO,no,yes,OWENS-035;OWENS-065,KNOWN,"20250506_san_francisco|2025-05-06|San Francisco,CA|Charlie|dist_city=630.8mi|dist_apt=599.6mi|gap=+17d|score=11.97 || 20250424_laramie|2025-04-24|Laramie,WY|Charlie|dist_city=328.7mi|dist_apt=325.4mi|gap=+29d|score=12.95 || 20250501_san_diego|2025-05-01|San Diego,CA|Charlie|dist_city=593.4mi|dist_apt=599.9mi|gap=+22d|score=13.27 || 20250613_grapevine|2025-06-13|Grapevine,TX|Both|dist_city=954.5mi|dist_apt=957.9mi|gap=-21d|score=16.55 || 20250422_college_station|2025-04-22|College Station,TX|Charlie|dist_city=1092.3mi|dist_apt=1089.1mi|gap=+31d|score=21.26"
2025-08-06,SU-BTV,KILG,Wilmington Airport,Wilmington,39.67119,-75.60361,0.87,8,2025-08-06T11:55:08.890000Z,2025-08-06T11:55:15Z,adsb-lol;airplanes-live,4,KNOWN_TRANSIT,none of note,yes - well-established East Coast customs and fuel stop,US_CUSTOMS_PORT,,,,,,,,,20250806_rancho_palos_verdes,2025-08-06,"Rancho Palos Verdes, CA",+0,2381.3,20221003_newark,2022-10-03,"Newark, DE",8.2,+1038,20250821_north_myrtle_beach,2025-08-21,"North Myrtle Beach, SC",Charlie,CHARLIE_ONLY,439.0,440.1,-15,9.39,KCRE,no,no,,NEW,"20250821_north_myrtle_beach|2025-08-21|North Myrtle Beach,SC|Charlie|dist_city=439.0mi|dist_apt=440.1mi|gap=-15d|score=9.39 || 20250710_tampa|2025-07-10|Tampa,FL|Charlie|dist_city=898.9mi|dist_apt=899.9mi|gap=+24d|score=16.99 || 20250711_tampa|2025-07-11|Tampa,FL|Charlie|dist_city=898.9mi|dist_apt=899.9mi|gap=+24d|score=16.99 || 20250820_dallas|2025-08-20|Dallas,TX|Charlie|dist_city=1267.7mi|dist_apt=1270.2mi|gap=-14d|score=17.34 || 20250709_tampa|2025-07-09|Tampa,FL|Charlie|dist_city=898.9mi|dist_apt=899.9mi|gap=+26d|score=17.66"
2025-08-23,SU-BTT,KILG,Wilmington Airport,Wilmington,39.67206,-75.6035,0.78,4,2025-08-23T14:44:13.530000Z,2025-08-23T14:44:13.540000Z,adsb-lol;airplanes-live,4,KNOWN_TRANSIT,none of note,yes - well-established East Coast customs and fuel stop,US_CUSTOMS_PORT,,,,,,,,,20250820_dallas,2025-08-20,"Dallas, TX",+1,1267.7,20221003_newark,2022-10-03,"Newark, DE",8.2,+1055,20250821_north_myrtle_beach,2025-08-21,"North Myrtle Beach, SC",Charlie,CHARLIE_ONLY,439.0,440.1,+2,5.057,KCRE,no,no,,NEW,"20250821_north_myrtle_beach|2025-08-21|North Myrtle Beach,SC|Charlie|dist_city=439.0mi|dist_apt=440.1mi|gap=+2d|score=5.06 || 20250820_dallas|2025-08-20|Dallas,TX|Charlie|dist_city=1267.7mi|dist_apt=1270.2mi|gap=+1d|score=13.01 || 20250924_blacksburg|2025-09-24|Blacksburg,VA|TPUSA|dist_city=310.7mi|dist_apt=310.7mi|gap=-32d|score=13.77 || 20250925_hanover|2025-09-25|Hanover,NH|Charlie|dist_city=327.7mi|dist_apt=321.9mi|gap=-33d|score=14.28 || 20250919_murfreesboro|2025-09-19|Murfreesboro,TN|Charlie|dist_city=646.5mi|dist_apt=643.6mi|gap=-27d|score=15.47"
2025-09-04,SU-BTT,KMOT,Minot International Airport,Minot,48.25032,-101.26887,1.14,1,2025-09-04T16:03:00.780000Z,2025-09-04T16:03:00.780000Z,airplanes-live,1,KNOWN_TRANSIT,none of note,yes - has customs facilities,US_CUSTOMS_PORT,,,,,,,,,20250905_seoul,2025-09-05,"Seoul, None",-1,5808.4,20251009_grand_forks,2025-10-09,"Grand Forks, ND",194.3,-35,20250911_woodland_park,2025-09-11,"Woodland Park, CO",Charlie,TPUSA_NO_KIRK,666.6,674.6,-7,8.999,KCOS,no,yes,OWENS-040,KNOWN,"20250911_woodland_park|2025-09-11|Woodland Park,CO|Charlie|dist_city=666.6mi|dist_apt=674.6mi|gap=-7d|score=9.00 || 20250910_orem|2025-09-10|Orem,UT|Charlie|dist_city=752.4mi|dist_apt=757.4mi|gap=-6d|score=9.52 || 20250918_fort_collins|2025-09-18|Fort Collins,CO|Charlie|dist_city=564.0mi|dist_apt=569.6mi|gap=-14d|score=10.31 || 20250922_minneapolis|2025-09-22|Minneapolis,MN|TPUSA|dist_city=442.2mi|dist_apt=447.3mi|gap=-18d|score=10.42 || 20251009_grand_forks|2025-10-09|Grand Forks,ND|TPUSA|dist_city=194.3mi|dist_apt=190.0mi|gap=-35d|score=13.61"
2025-09-04,SU-BTT,KPVU,Provo Municipal Airport,Provo,40.22742,-111.72738,1.04,258,2025-09-04T18:45:52.400000Z,2025-09-04T18:54:07.470000Z,adsb-lol;airplanes-live,2,DISTANT,"Duncan Aviation (full-service airframe, engine, avionics, paint, interior)",no - not a routine international port of entry,MRO,,,,,,,,,20250905_seoul,2025-09-05,"Seoul, None",-1,5903.8,20250910_orem,2025-09-10,"Orem, UT",5.1,-6,20250910_orem,2025-09-10,"Orem, UT",Charlie,CHARLIE_ONLY,5.1,0.6,-6,2.051,KPVU,yes,yes,OWENS-040,KNOWN,"20250910_orem|2025-09-10|Orem,UT|Charlie|dist_city=5.1mi|dist_apt=0.6mi|gap=-6d|score=2.05 || 20250911_woodland_park|2025-09-11|Woodland Park,CO|Charlie|dist_city=364.9mi|dist_apt=387.1mi|gap=-7d|score=5.98 || 20250918_fort_collins|2025-09-18|Fort Collins,CO|Charlie|dist_city=351.2mi|dist_apt=354.0mi|gap=-14d|score=8.18 || 20250930_logan|2025-09-30|Logan,UT|TPUSA|dist_city=104.7mi|dist_apt=108.2mi|gap=-26d|score=9.71 || 20250921_glendale|2025-09-21|Glendale,AZ|Erika|dist_city=463.2mi|dist_apt=464.0mi|gap=-17d|score=10.30"
2025-09-05,SU-BND,KPVU,Provo Municipal Airport,Provo,40.23021,-111.73225,1.51,467,2025-09-05T18:05:32.410000Z,2025-09-05T23:49:20.640000Z,adsb-lol;airplanes-live,6,DISTANT,"Duncan Aviation (full-service airframe, engine, avionics, paint, interior)",no - not a routine international port of entry,MRO,,,,,,,,,20250905_seoul,2025-09-05,"Seoul, None",+0,5903.5,20250910_orem,2025-09-10,"Orem, UT",5.0,-5,20250910_orem,2025-09-10,"Orem, UT",Charlie,CHARLIE_ONLY,5.0,0.9,-5,1.717,KPVU,yes,no,,NEW,"20250910_orem|2025-09-10|Orem,UT|Charlie|dist_city=5.0mi|dist_apt=0.9mi|gap=-5d|score=1.72 || 20250911_woodland_park|2025-09-11|Woodland Park,CO|Charlie|dist_city=365.2mi|dist_apt=387.4mi|gap=-6d|score=5.65 || 20250918_fort_collins|2025-09-18|Fort Collins,CO|Charlie|dist_city=351.5mi|dist_apt=354.2mi|gap=-13d|score=7.85 || 20250930_logan|2025-09-30|Logan,UT|TPUSA|dist_city=104.5mi|dist_apt=108.0mi|gap=-25d|score=9.38 || 20250921_glendale|2025-09-21|Glendale,AZ|Erika|dist_city=463.4mi|dist_apt=464.2mi|gap=-16d|score=9.97"
2025-09-06,SU-BND,KPVU,Provo Municipal Airport,Provo,40.22983,-111.72768,1.29,278,2025-09-06T19:18:00.990000Z,2025-09-06T20:02:38.090000Z,adsb-lol;airplanes-live,2,DISTANT,"Duncan Aviation (full-service airframe, engine, avionics, paint, interior)",no - not a routine international port of entry,MRO,,,,,,,,,20250905_seoul,2025-09-05,"Seoul, None",+0,5903.6,20250910_orem,2025-09-10,"Orem, UT",4.9,-4,20250910_orem,2025-09-10,"Orem, UT",Charlie,CHARLIE_ONLY,4.9,0.8,-4,1.383,KPVU,yes,no,,NEW,"20250910_orem|2025-09-10|Orem,UT|Charlie|dist_city=4.9mi|dist_apt=0.8mi|gap=-4d|score=1.38 || 20250911_woodland_park|2025-09-11|Woodland Park,CO|Charlie|dist_city=364.9mi|dist_apt=387.1mi|gap=-5d|score=5.32 || 20250918_fort_collins|2025-09-18|Fort Collins,CO|Charlie|dist_city=351.2mi|dist_apt=354.0mi|gap=-12d|score=7.51 || 20250930_logan|2025-09-30|Logan,UT|TPUSA|dist_city=104.5mi|dist_apt=108.1mi|gap=-24d|score=9.05 || 20250921_glendale|2025-09-21|Glendale,AZ|Erika|dist_city=463.4mi|dist_apt=464.2mi|gap=-15d|score=9.63"
2025-09-07,SU-BND,KPVU,Provo Municipal Airport,Provo,40.22983,-111.72768,1.29,450,2025-09-07T16:31:39.470000Z,2025-09-07T18:13:37.800000Z,adsb-lol;airplanes-live,2,SAME_AIRPORT,"Duncan Aviation (full-service airframe, engine, avionics, paint, interior)",no - not a routine international port of entry,MRO,20250910_orem,2025-09-10,"Orem, UT",Charlie,KPVU,4.9,0.8,-3,20250907_tokyo,2025-09-07,"Tokyo, None",+0,5505.1,20250910_orem,2025-09-10,"Orem, UT",4.9,-3,20250910_orem,2025-09-10,"Orem, UT",Charlie,CHARLIE_ONLY,4.9,0.8,-3,1.049,KPVU,yes,no,,NEW,"20250910_orem|2025-09-10|Orem,UT|Charlie|dist_city=4.9mi|dist_apt=0.8mi|gap=-3d|score=1.05 || 20250911_woodland_park|2025-09-11|Woodland Park,CO|Charlie|dist_city=364.9mi|dist_apt=387.1mi|gap=-4d|score=4.98 || 20250918_fort_collins|2025-09-18|Fort Collins,CO|Charlie|dist_city=351.2mi|dist_apt=354.0mi|gap=-11d|score=7.18 || 20250930_logan|2025-09-30|Logan,UT|TPUSA|dist_city=104.5mi|dist_apt=108.1mi|gap=-23d|score=8.71 || 20250921_glendale|2025-09-21|Glendale,AZ|Erika|dist_city=463.4mi|dist_apt=464.2mi|gap=-14d|score=9.30"
2025-09-08,SU-BND,KPVU,Provo Municipal Airport,Provo,40.22982,-111.72768,1.29,350,2025-09-08T18:49:05.260000Z,2025-09-08T20:08:45.400000Z,adsb-lol;airplanes-live,2,SAME_AIRPORT,"Duncan Aviation (full-service airframe, engine, avionics, paint, interior)",no - not a routine international port of entry,MRO,20250910_orem,2025-09-10,"Orem, UT",Charlie,KPVU,4.9,0.8,-2,20250907_tokyo,2025-09-07,"Tokyo, None",+1,5505.1,20250910_orem,2025-09-10,"Orem, UT",4.9,-2,20250910_orem,2025-09-10,"Orem, UT",Charlie,CHARLIE_ONLY,4.9,0.8,-2,0.716,KPVU,yes,no,,NEW,"20250910_orem|2025-09-10|Orem,UT|Charlie|dist_city=4.9mi|dist_apt=0.8mi|gap=-2d|score=0.72 || 20250911_woodland_park|2025-09-11|Woodland Park,CO|Charlie|dist_city=364.9mi|dist_apt=387.1mi|gap=-3d|score=4.65 || 20250918_fort_collins|2025-09-18|Fort Collins,CO|Charlie|dist_city=351.2mi|dist_apt=354.0mi|gap=-10d|score=6.85 || 20250930_logan|2025-09-30|Logan,UT|TPUSA|dist_city=104.5mi|dist_apt=108.1mi|gap=-22d|score=8.38 || 20250921_glendale|2025-09-21|Glendale,AZ|Erika|dist_city=463.4mi|dist_apt=464.2mi|gap=-13d|score=8.97"
2025-09-09,SU-BND,KPVU,Provo Municipal Airport,Provo,40.22982,-111.72768,1.29,510,2025-09-09T20:03:30.650000Z,2025-09-09T20:38:55.450000Z,adsb-lol;airplanes-live,4,SAME_AIRPORT,"Duncan Aviation (full-service airframe, engine, avionics, paint, interior)",no - not a routine international port of entry,MRO,20250910_orem,2025-09-10,"Orem, UT",Charlie,KPVU,4.9,0.8,-1,20250910_orem,2025-09-10,"Orem, UT",-1,4.9,20250910_orem,2025-09-10,"Orem, UT",4.9,-1,20250910_orem,2025-09-10,"Orem, UT",Charlie,CHARLIE_ONLY,4.9,0.8,-1,0.383,KPVU,yes,no,,NEW,"20250910_orem|2025-09-10|Orem,UT|Charlie|dist_city=4.9mi|dist_apt=0.8mi|gap=-1d|score=0.38 || 20250911_woodland_park|2025-09-11|Woodland Park,CO|Charlie|dist_city=364.9mi|dist_apt=387.1mi|gap=-2d|score=4.32 || 20250918_fort_collins|2025-09-18|Fort Collins,CO|Charlie|dist_city=351.2mi|dist_apt=354.0mi|gap=-9d|score=6.51 || 20250930_logan|2025-09-30|Logan,UT|TPUSA|dist_city=104.5mi|dist_apt=108.1mi|gap=-21d|score=8.05 || 20250921_glendale|2025-09-21|Glendale,AZ|Erika|dist_city=463.4mi|dist_apt=464.2mi|gap=-12d|score=8.63"
